Discrete Score,Genre,IMDB Score (bin),Language,Premiere,Runtime (bin),Simplified Genre,Title,IMDB Score,percent of good,Premiere Month,Premiere Year,Runtime
high,Documentary,7.5,English,4/19/2019,70,documentary,Brene Brown: The Call to Courage,7.7,1,4,2019,76
high,Documentary,7.5,English,3/25/2020,105,documentary,Crip Camp: A Disability Revolution,7.7,1,3,2020,108
high,Documentary,7.5,English,11/17/2017,94,documentary,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Cliffton ",7.7,1,11,2017,94
high,Concert Film,7.5,English,10/12/2016,82,music,Justin Timberlake + The Tennessee Kids,7.7,1,10,2016,90
high,Making-of,7.5,Spanish,2/11/2020,70,other,Road to Roma,7.7,1,2,2020,72
high,Drama,7.5,Spanish,12/14/2018,129,drama,Roma,7.7,1,12,2018,135
high,Animation / Short,7.5,English,11/20/2020,12,animation,If Anything Happens I Love You,7.8,1,11,2020,12
high,Crime drama,7.5,English,11/27/2019,199,drama,The Irishman,7.8,1,11,2019,209
high,Drama,7.5,English,10/16/2020,129,drama,The Trial of the Chicago 7,7.8,1,10,2020,130
high,Documentary,7.5,English,4/29/2020,82,documentary,A Secret Love,7.9,1,4,2020,82
high,Documentary,7.5,English,8/4/2017,117,documentary,Icarus,7.9,1,8,2017,120
high,Drama,7.5,English,12/6/2019,129,drama,Marriage Story,7.9,1,12,2019,136
high,Documentary,7.5,English,11/4/2016,105,documentary,The Ivory Game,7.9,1,11,2016,112
high,Documentary,7.5,English,12/21/2018,94,documentary,Struggle: The Life and Lost Art of Szukaiski,8,1,12,2018,105
high,Documentary,8.0,English,7/14/2017,82,documentary,Chasing Coral,8.1,1,7,2017,89
high,Documentary,8.0,English,9/7/2020,82,documentary,My Octopus Teacher,8.1,1,9,2020,85
high,Documentary,8.0,English,8/26/2020,105,documentary,Rising Phoenix,8.1,1,8,2020,106
high,Documentary,8.0,English,10/7/2016,94,documentary,13th,8.2,1,10,2016,100
high,Documentary,8.0,English,6/19/2020,105,documentary,Disclosure: Trans Lives on Screen,8.2,1,6,2020,107
high,Animation/Christmas/Comedy/Adventure,8.0,English,11/15/2019,94,comedy,Klaus,8.2,1,11,2019,97
high,Documentary,8.0,English,3/24/2021,82,documentary,Seaspiracy,8.2,1,3,2021,89
high,Documentary,8.0,Spanish,10/14/2020,105,documentary,The Three Deaths of Marisela Escobedo,8.2,1,10,2020,109
high,Documentary,8.0,English,11/24/2017,105,documentary,Cuba and the Cameraman,8.3,1,11,2017,114
high,Documentary,8.0,English,10/23/2019,47,documentary,Dancing with the Birds,8.3,1,10,2019,51
high,Concert Film,8.0,English,5/20/2020,82,music,Ben Platt: Live from Radio City Music Hall,8.4,1,5,2020,85
high,Concert Film,8.0,English,12/31/2018,117,music,Taylor Swift: Reputation Stadium Tour,8.4,1,12,2018,125
high,Documentary,8.0,English/Ukranian/Russian,10/9/2015,82,documentary,Winter on Fire: Ukraine's Fight for Freedom,8.4,1,10,2015,91
high,One-man show,8.0,English,12/16/2018,152,variety,Springsteen on Broadway,8.5,1,12,2018,153
high,Documentary,8.5,Portuguese,12/8/2020,82,documentary,Emicida: AmarElo - It's All For Yesterday,8.6,1,12,2020,89
high,Documentary,8.5,English,10/4/2020,82,documentary,David Attenborough: A Life on Our Planet,9,1,10,2020,83
